tree_label	candidate_id	source	gene_id	relative_gene_position	relative_bp_start	relative_bp_end	strand	plot_label	neighborhood_structure_class	strict_synteny_QC_pass	annotation
IS|SY456YB-8-12_bin5-k141_222164_2	SY456YB-8-12_bin5-k141_222164_2	focal MAG candidate + GFF	SY456YB-8-12_bin5_SY456YB-8-12_bin5-k141_222164_2	0	-1338	1338	-	AioA/IdrA-related A	partial DIRM-like neighborhood	no	rank: C; arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY456YB-8-12_bin5-k141_222164_2	SY456YB-8-12_bin5-k141_222164_2	joint reference search + strict-QC	SY456YB-8-12_bin5_SY456YB-8-12_bin5-k141_222164_3	1	1350	1936	-	IdrB/AioB-related small subunit	partial DIRM-like neighborhood	no	rank: C; arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY456YB-8-12_bin5-k141_222164_2	SY456YB-8-12_bin5-k141_222164_2	joint reference search + strict-QC	SY456YB-8-12_bin5_SY456YB-8-12_bin5-k141_222164_4	2	1950	2980	-	P-like	partial DIRM-like neighborhood	no	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY457BB-4-8_bin33-k141_110702_26	SY457BB-4-8_bin33-k141_110702_26	GFF+DRAM annotation	SY457BB-4-8_bin33_SY457BB-4-8_bin33-k141_110702_16	-10	-11856	-11734	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY457BB-4-8_bin33-k141_110702_26	SY457BB-4-8_bin33-k141_110702_26	GFF+DRAM annotation	SY457BB-4-8_bin33_SY457BB-4-8_bin33-k141_110702_17	-9	-11714	-11604	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY457BB-4-8_bin33-k141_110702_26	SY457BB-4-8_bin33-k141_110702_26	GFF+DRAM annotation	SY457BB-4-8_bin33_SY457BB-4-8_bin33-k141_110702_18	-8	-11380	-11012	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Cytochrome C oxidase, cbb3-type, subunit III [PF13442.11]; Cytochrome c [PF00034.26] (db=pfam)
IS|SY457BB-4-8_bin33-k141_110702_26	SY457BB-4-8_bin33-k141_110702_26	GFF+DRAM annotation	SY457BB-4-8_bin33_SY457BB-4-8_bin33-k141_110702_19	-7	-10990	-10320	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Cytochrome C oxidase, cbb3-type, subunit III [PF13442.11]; Cytochrome c [PF00034.26] (db=pfam)
IS|SY457BB-4-8_bin33-k141_110702_26	SY457BB-4-8_bin33-k141_110702_26	GFF+DRAM annotation	SY457BB-4-8_bin33_SY457BB-4-8_bin33-k141_110702_20	-6	-10278	-8620	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Ethylbenzene dehydrogenase [PF09459.15]; Cytochrome c [PF00034.26]; Cytochrome C oxidase, cbb3-type, subunit III [PF13442.11] (db=pfam)
IS|SY457BB-4-8_bin33-k141_110702_26	SY457BB-4-8_bin33-k141_110702_26	GFF+DRAM annotation	SY457BB-4-8_bin33_SY457BB-4-8_bin33-k141_110702_21	-5	-8620	-7652	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Cytochrome C oxidase, cbb3-type, subunit III [PF13442.11] (db=pfam)
IS|SY457BB-4-8_bin33-k141_110702_26	SY457BB-4-8_bin33-k141_110702_26	GFF+DRAM annotation	SY457BB-4-8_bin33_SY457BB-4-8_bin33-k141_110702_22	-4	-7596	-6608	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY457BB-4-8_bin33-k141_110702_26	SY457BB-4-8_bin33-k141_110702_26	GFF+DRAM annotation	SY457BB-4-8_bin33_SY457BB-4-8_bin33-k141_110702_23	-3	-6602	-4452	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7] (db=kegg)
IS|SY457BB-4-8_bin33-k141_110702_26	SY457BB-4-8_bin33-k141_110702_26	GFF+DRAM annotation	SY457BB-4-8_bin33_SY457BB-4-8_bin33-k141_110702_24	-2	-4408	-3608	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Polysaccharide lyase family 4, domain II [PF14686.11] (db=pfam)
IS|SY457BB-4-8_bin33-k141_110702_26	SY457BB-4-8_bin33-k141_110702_26	GFF+DRAM annotation	SY457BB-4-8_bin33_SY457BB-4-8_bin33-k141_110702_25	-1	-3568	-1344	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; HEAT repeats [PF13646.11] (db=pfam)
IS|SY457BB-4-8_bin33-k141_110702_26	SY457BB-4-8_bin33-k141_110702_26	focal MAG candidate + GFF	SY457BB-4-8_bin33_SY457BB-4-8_bin33-k141_110702_26	0	-1338	1338	-	AioA/IdrA-related A	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY457BB-4-8_bin33-k141_110702_26	SY457BB-4-8_bin33-k141_110702_26	joint reference search + strict-QC	SY457BB-4-8_bin33_SY457BB-4-8_bin33-k141_110702_27	1	1350	1936	-	IdrB/AioB-related small subunit	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY457BB-4-8_bin33-k141_110702_26	SY457BB-4-8_bin33-k141_110702_26	joint reference search + strict-QC	SY457BB-4-8_bin33_SY457BB-4-8_bin33-k141_110702_28	2	1950	3108	-	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY457BB-4-8_bin33-k141_110702_26	SY457BB-4-8_bin33-k141_110702_26	joint reference search + strict-QC	SY457BB-4-8_bin33_SY457BB-4-8_bin33-k141_110702_29	3	3118	4224	-	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY457BB-4-8_bin33-k141_110702_26	SY457BB-4-8_bin33-k141_110702_26	GFF+DRAM annotation	SY457BB-4-8_bin33_SY457BB-4-8_bin33-k141_110702_30	4	4292	4522	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY457BB-4-8_bin33-k141_110702_26	SY457BB-4-8_bin33-k141_110702_26	GFF+DRAM annotation	SY457BB-4-8_bin33_SY457BB-4-8_bin33-k141_110702_31	5	4718	5900	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; SARP family transcriptional regulator, regulator of embCAB operon (db=kegg)
IS|SY457BB-4-8_bin33-k141_110702_26	SY457BB-4-8_bin33-k141_110702_26	GFF+DRAM annotation	SY457BB-4-8_bin33_SY457BB-4-8_bin33-k141_110702_32	6	6332	8002	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Universal stress protein family [PF00582.31]; Proto-chlorophyllide reductase 57 kD subunit [PF08369.15] (db=pfam)
IS|SY457BB-4-8_bin33-k141_110702_26	SY457BB-4-8_bin33-k141_110702_26	GFF+DRAM annotation	SY457BB-4-8_bin33_SY457BB-4-8_bin33-k141_110702_33	7	8028	9326	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; AdoMet-dependent heme synthase [EC:1.3.98.6] (db=kegg)
IS|SY457BB-4-8_bin33-k141_110702_26	SY457BB-4-8_bin33-k141_110702_26	GFF+DRAM annotation	SY457BB-4-8_bin33_SY457BB-4-8_bin33-k141_110702_34	8	9324	10712	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15] (db=kegg)
IS|SY457BB-4-8_bin33-k141_110702_26	SY457BB-4-8_bin33-k141_110702_26	GFF+DRAM annotation	SY457BB-4-8_bin33_SY457BB-4-8_bin33-k141_110702_35	9	10730	11446	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; 23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166] (db=kegg)
IS|SY457BB-4-8_bin33-k141_110702_26	SY457BB-4-8_bin33-k141_110702_26	GFF+DRAM annotation	SY457BB-4-8_bin33_SY457BB-4-8_bin33-k141_110702_36	10	11548	12660	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40] (db=kegg)
IS|SY457BB-0-4_bin6-k141_196093_82	SY457BB-0-4_bin6-k141_196093_82	GFF+DRAM annotation	SY457BB-0-4_bin6_SY457BB-0-4_bin6-k141_196093_72	-10	-13926	-13124	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; uronate dehydrogenase [EC:1.1.1.203] (db=kegg)
IS|SY457BB-0-4_bin6-k141_196093_82	SY457BB-0-4_bin6-k141_196093_82	GFF+DRAM annotation	SY457BB-0-4_bin6_SY457BB-0-4_bin6-k141_196093_73	-9	-13120	-11904	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; FAD-dependent oxidoreductase domain-containing protein 1 (db=kegg)
IS|SY457BB-0-4_bin6-k141_196093_82	SY457BB-0-4_bin6-k141_196093_82	GFF+DRAM annotation	SY457BB-0-4_bin6_SY457BB-0-4_bin6-k141_196093_74	-8	-11694	-10302	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15] (db=kegg)
IS|SY457BB-0-4_bin6-k141_196093_82	SY457BB-0-4_bin6-k141_196093_82	GFF+DRAM annotation	SY457BB-0-4_bin6_SY457BB-0-4_bin6-k141_196093_75	-7	-10306	-8966	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; AdoMet-dependent heme synthase [EC:1.3.98.6] (db=kegg)
IS|SY457BB-0-4_bin6-k141_196093_82	SY457BB-0-4_bin6-k141_196093_82	GFF+DRAM annotation	SY457BB-0-4_bin6_SY457BB-0-4_bin6-k141_196093_76	-6	-8990	-7320	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Universal stress protein family [PF00582.31]; Proto-chlorophyllide reductase 57 kD subunit [PF08369.15] (db=pfam)
IS|SY457BB-0-4_bin6-k141_196093_82	SY457BB-0-4_bin6-k141_196093_82	GFF+DRAM annotation	SY457BB-0-4_bin6_SY457BB-0-4_bin6-k141_196093_77	-5	-7006	-6000	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9] (db=kegg)
IS|SY457BB-0-4_bin6-k141_196093_82	SY457BB-0-4_bin6-k141_196093_82	GFF+DRAM annotation	SY457BB-0-4_bin6_SY457BB-0-4_bin6-k141_196093_78	-4	-5892	-4710	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; SARP family transcriptional regulator, regulator of embCAB operon (db=kegg)
IS|SY457BB-0-4_bin6-k141_196093_82	SY457BB-0-4_bin6-k141_196093_82	joint reference search + strict-QC	SY457BB-0-4_bin6_SY457BB-0-4_bin6-k141_196093_79	-3	-4288	-3114	+	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY457BB-0-4_bin6-k141_196093_82	SY457BB-0-4_bin6-k141_196093_82	joint reference search + strict-QC	SY457BB-0-4_bin6_SY457BB-0-4_bin6-k141_196093_80	-2	-3102	-1952	+	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY457BB-0-4_bin6-k141_196093_82	SY457BB-0-4_bin6-k141_196093_82	joint reference search + strict-QC	SY457BB-0-4_bin6_SY457BB-0-4_bin6-k141_196093_81	-1	-1938	-1350	+	IdrB/AioB-related small subunit	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY457BB-0-4_bin6-k141_196093_82	SY457BB-0-4_bin6-k141_196093_82	focal MAG candidate + GFF	SY457BB-0-4_bin6_SY457BB-0-4_bin6-k141_196093_82	0	-1338	1338	+	AioA/IdrA-related A	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY457BB-0-4_bin6-k141_196093_82	SY457BB-0-4_bin6-k141_196093_82	GFF+DRAM annotation	SY457BB-0-4_bin6_SY457BB-0-4_bin6-k141_196093_83	1	1334	3568	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; HEAT repeats [PF13646.11] (db=pfam)
IS|SY457BB-0-4_bin6-k141_196093_82	SY457BB-0-4_bin6-k141_196093_82	GFF+DRAM annotation	SY457BB-0-4_bin6_SY457BB-0-4_bin6-k141_196093_84	2	3612	4412	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Polysaccharide lyase family 4, domain II [PF14686.11] (db=pfam)
IS|SY457BB-0-4_bin6-k141_196093_82	SY457BB-0-4_bin6-k141_196093_82	GFF+DRAM annotation	SY457BB-0-4_bin6_SY457BB-0-4_bin6-k141_196093_85	3	4452	6602	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7] (db=kegg)
IS|SY457BB-0-4_bin6-k141_196093_82	SY457BB-0-4_bin6-k141_196093_82	GFF+DRAM annotation	SY457BB-0-4_bin6_SY457BB-0-4_bin6-k141_196093_86	4	6608	7602	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY457BB-0-4_bin6-k141_196093_82	SY457BB-0-4_bin6-k141_196093_82	GFF+DRAM annotation	SY457BB-0-4_bin6_SY457BB-0-4_bin6-k141_196093_87	5	7652	8618	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Cytochrome C oxidase, cbb3-type, subunit III [PF13442.11] (db=pfam)
IS|SY457BB-0-4_bin6-k141_196093_82	SY457BB-0-4_bin6-k141_196093_82	GFF+DRAM annotation	SY457BB-0-4_bin6_SY457BB-0-4_bin6-k141_196093_88	6	8614	10276	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Ethylbenzene dehydrogenase [PF09459.15]; Cytochrome C oxidase, cbb3-type, subunit III [PF13442.11]; Cytochrome c [PF00034.26] (db=pfam)
IS|SY457BB-0-4_bin6-k141_196093_82	SY457BB-0-4_bin6-k141_196093_82	GFF+DRAM annotation	SY457BB-0-4_bin6_SY457BB-0-4_bin6-k141_196093_89	7	10318	10988	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY457BB-0-4_bin6-k141_196093_82	SY457BB-0-4_bin6-k141_196093_82	GFF+DRAM annotation	SY457BB-0-4_bin6_SY457BB-0-4_bin6-k141_196093_90	8	11010	11378	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Cytochrome C oxidase, cbb3-type, subunit III [PF13442.11]; Cytochrome c [PF00034.26] (db=pfam)
IS|SY457BB-0-4_bin6-k141_196093_82	SY457BB-0-4_bin6-k141_196093_82	GFF+DRAM annotation	SY457BB-0-4_bin6_SY457BB-0-4_bin6-k141_196093_91	9	11390	11494	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY457BB-0-4_bin6-k141_196093_82	SY457BB-0-4_bin6-k141_196093_82	GFF+DRAM annotation	SY457BB-0-4_bin6_SY457BB-0-4_bin6-k141_196093_92	10	11738	11860	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	GFF+DRAM annotation	SY366YW-0-4_bin34_SY366YW-0-4_bin34-k141_1276861_5	-10	-15312	-14788	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; PAS fold [PF08448.15]; PAS fold [PF00989.30]; PAS domain [PF13426.12] (db=pfam)
IS|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	GFF+DRAM annotation	SY366YW-0-4_bin34_SY366YW-0-4_bin34-k141_1276861_6	-9	-14452	-13084	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; glutamine synthetase [EC:6.3.1.2] (db=kegg)
IS|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	GFF+DRAM annotation	SY366YW-0-4_bin34_SY366YW-0-4_bin34-k141_1276861_7	-8	-13046	-11876	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Iron-containing alcohol dehydrogenase [PF00465.24]; Iron-containing alcohol dehydrogenase [PF13685.11] (db=pfam)
IS|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	GFF+DRAM annotation	SY366YW-0-4_bin34_SY366YW-0-4_bin34-k141_1276861_8	-7	-11856	-10468	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Aldehyde dehydrogenase family [PF00171.27] (db=pfam)
IS|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	GFF+DRAM annotation	SY366YW-0-4_bin34_SY366YW-0-4_bin34-k141_1276861_9	-6	-10204	-9604	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; protein SCO1 (db=kegg)
IS|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	GFF+DRAM annotation	SY366YW-0-4_bin34_SY366YW-0-4_bin34-k141_1276861_10	-5	-9572	-8176	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15] (db=kegg)
IS|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	GFF+DRAM annotation	SY366YW-0-4_bin34_SY366YW-0-4_bin34-k141_1276861_11	-4	-8178	-6898	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; AdoMet-dependent heme synthase [EC:1.3.98.6] (db=kegg)
IS|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	GFF+DRAM annotation	SY366YW-0-4_bin34_SY366YW-0-4_bin34-k141_1276861_12	-3	-6888	-5134	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Universal stress protein family [PF00582.31]; Proto-chlorophyllide reductase 57 kD subunit [PF08369.15] (db=pfam)
IS|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	GFF+DRAM annotation	SY366YW-0-4_bin34_SY366YW-0-4_bin34-k141_1276861_13	-2	-4862	-4128	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	GFF+DRAM annotation	SY366YW-0-4_bin34_SY366YW-0-4_bin34-k141_1276861_14	-1	-3926	-1494	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; HEAT repeats [PF13646.11] (db=pfam)
IS|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	focal MAG candidate + GFF	SY366YW-0-4_bin34_SY366YW-0-4_bin34-k141_1276861_15	0	-1338	1338	-	AioA/IdrA-related A	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	joint reference search + strict-QC	SY366YW-0-4_bin34_SY366YW-0-4_bin34-k141_1276861_16	1	1350	1928	-	IdrB/AioB-related small subunit	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	joint reference search + strict-QC	SY366YW-0-4_bin34_SY366YW-0-4_bin34-k141_1276861_17	2	1942	3078	-	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	joint reference search + strict-QC	SY366YW-0-4_bin34_SY366YW-0-4_bin34-k141_1276861_18	3	3090	4220	-	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	GFF+DRAM annotation	SY366YW-0-4_bin34_SY366YW-0-4_bin34-k141_1276861_19	4	4514	5398	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Ethylbenzene dehydrogenase [PF09459.15] (db=pfam)
IS|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	GFF+DRAM annotation	SY366YW-0-4_bin34_SY366YW-0-4_bin34-k141_1276861_20	5	5462	6796	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Cytochrome C oxidase, cbb3-type, subunit III [PF13442.11] (db=pfam)
IS|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	GFF+DRAM annotation	SY366YW-0-4_bin34_SY366YW-0-4_bin34-k141_1276861_21	6	6808	7620	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	GFF+DRAM annotation	SY366YW-0-4_bin34_SY366YW-0-4_bin34-k141_1276861_22	7	7618	9384	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7] (db=kegg)
IS|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	GFF+DRAM annotation	SY366YW-0-4_bin34_SY366YW-0-4_bin34-k141_1276861_23	8	9392	9522	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	GFF+DRAM annotation	SY366YW-0-4_bin34_SY366YW-0-4_bin34-k141_1276861_24	9	9530	9728	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	GFF+DRAM annotation	SY366YW-0-4_bin34_SY366YW-0-4_bin34-k141_1276861_25	10	9864	11234	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Sigma-54 interaction domain [PF00158.31]; Sigma-54 interaction domain [PF14532.11]; Response regulator receiver domain [PF00072.29]; AAA domain (Cdc48 subfamily) [PF07724.19]; Bacterial regulatory protein, Fis family [PF02954.24]; Magnesium chelatase, subunit ChlI [PF01078.26]; AAA domain (dynein-related subfamily) [PF07728.19] (db=pfam)
IS|SY366YB-0-4_bin3-k141_281514_2	SY366YB-0-4_bin3-k141_281514_2	GFF+DRAM annotation	SY366YB-0-4_bin3_SY366YB-0-4_bin3-k141_281514_1	-1	-1964	-1212	-	other annotated CDS	unresolved/truncated neighborhood	no	rank: D; HEAT repeats [PF13646.11] (db=pfam)
IS|SY366YB-0-4_bin3-k141_281514_2	SY366YB-0-4_bin3-k141_281514_2	focal MAG candidate + GFF	SY366YB-0-4_bin3_SY366YB-0-4_bin3-k141_281514_2	0	-1214	1214	-	AioA/IdrA-related A	unresolved/truncated neighborhood	no	rank: C; arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35-k141_455312_8	GFF+DRAM annotation	SY457BB-0-4_bin35_SY457BB-0-4_bin35-k141_455312_1	-7	-7860	-7558	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35-k141_455312_8	GFF+DRAM annotation	SY457BB-0-4_bin35_SY457BB-0-4_bin35-k141_455312_2	-6	-7505	-6774	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; two-component system, OmpR family, response regulator (db=kegg)
IS|SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35-k141_455312_8	GFF+DRAM annotation	SY457BB-0-4_bin35_SY457BB-0-4_bin35-k141_455312_3	-5	-6642	-4390	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3] (db=kegg)
IS|SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35-k141_455312_8	joint reference search + strict-QC	SY457BB-0-4_bin35_SY457BB-0-4_bin35-k141_455312_4	-4	-4251	-3136	+	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35-k141_455312_8	GFF+DRAM annotation	SY457BB-0-4_bin35_SY457BB-0-4_bin35-k141_455312_5	-3	-3124	-2942	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35-k141_455312_8	joint reference search + strict-QC	SY457BB-0-4_bin35_SY457BB-0-4_bin35-k141_455312_6	-2	-2854	-1943	+	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35-k141_455312_8	joint reference search + strict-QC	SY457BB-0-4_bin35_SY457BB-0-4_bin35-k141_455312_7	-1	-1930	-1358	+	IdrB/AioB-related small subunit	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35-k141_455312_8	focal MAG candidate + GFF	SY457BB-0-4_bin35_SY457BB-0-4_bin35-k141_455312_8	0	-1339	1339	+	AioA/IdrA-related A	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35-k141_455312_8	GFF+DRAM annotation	SY457BB-0-4_bin35_SY457BB-0-4_bin35-k141_455312_9	1	1524	3305	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; HEAT repeats [PF13646.11] (db=pfam)
IS|SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35-k141_455312_8	GFF+DRAM annotation	SY457BB-0-4_bin35_SY457BB-0-4_bin35-k141_455312_10	2	3302	3943	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Nitroreductase family [PF00881.29] (db=pfam)
IS|SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35-k141_455312_8	GFF+DRAM annotation	SY457BB-0-4_bin35_SY457BB-0-4_bin35-k141_455312_11	3	4005	4553	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; O2-independent ubiquinone biosynthesis accessory factor UbiT (db=kegg)
IS|SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35-k141_455312_8	GFF+DRAM annotation	SY457BB-0-4_bin35_SY457BB-0-4_bin35-k141_455312_12	4	4547	5530	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; O2-independent ubiquinone biosynthesis protein UbiU (db=kegg)
IS|SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35-k141_455312_8	GFF+DRAM annotation	SY457BB-0-4_bin35_SY457BB-0-4_bin35-k141_455312_13	5	5536	6447	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; O2-independent ubiquinone biosynthesis protein UbiV (db=kegg)
