target_id	MAG_ID	contig_id	target_gene_index	neighbor_gene_index	relative_position	role	neighbor_raw_id	start	end	strand	prodigal_attrs
SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34	SY456YB-8-12_bin34-k141_963697	76	66	-10	upstream	SY456YB-8-12_bin34-k141_963697_66	67616	68653	-	ID=54_66;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.579
SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34	SY456YB-8-12_bin34-k141_963697	76	67	-9	upstream	SY456YB-8-12_bin34-k141_963697_67	68807	69802	-	ID=54_67;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.560
SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34	SY456YB-8-12_bin34-k141_963697	76	68	-8	upstream	SY456YB-8-12_bin34-k141_963697_68	69795	70562	-	ID=54_68;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.514
SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34	SY456YB-8-12_bin34-k141_963697	76	69	-7	upstream	SY456YB-8-12_bin34-k141_963697_69	70804	71106	+	ID=54_69;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.525
SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34	SY456YB-8-12_bin34-k141_963697	76	70	-6	upstream	SY456YB-8-12_bin34-k141_963697_70	71441	71569	+	ID=54_70;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.504
SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34	SY456YB-8-12_bin34-k141_963697	76	71	-5	upstream	SY456YB-8-12_bin34-k141_963697_71	71579	73339	+	ID=54_71;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.549
SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34	SY456YB-8-12_bin34-k141_963697	76	72	-4	upstream	SY456YB-8-12_bin34-k141_963697_72	73336	74469	+	ID=54_72;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.567
SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34	SY456YB-8-12_bin34-k141_963697	76	73	-3	upstream	SY456YB-8-12_bin34-k141_963697_73	74480	76753	+	ID=54_73;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.559
SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34	SY456YB-8-12_bin34-k141_963697	76	74	-2	upstream	SY456YB-8-12_bin34-k141_963697_74	76918	78036	+	ID=54_74;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.517
SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34	SY456YB-8-12_bin34-k141_963697	76	75	-1	upstream	SY456YB-8-12_bin34-k141_963697_75	78052	79197	+	ID=54_75;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.527
SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34	SY456YB-8-12_bin34-k141_963697	76	76	0	target	SY456YB-8-12_bin34-k141_963697_76	79220	79801	+	ID=54_76;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.524
SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34	SY456YB-8-12_bin34-k141_963697	76	77	1	downstream	SY456YB-8-12_bin34-k141_963697_77	79814	82492	+	ID=54_77;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.533
SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34	SY456YB-8-12_bin34-k141_963697	76	78	2	downstream	SY456YB-8-12_bin34-k141_963697_78	82654	84828	+	ID=54_78;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.571
SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34	SY456YB-8-12_bin34-k141_963697	76	79	3	downstream	SY456YB-8-12_bin34-k141_963697_79	84858	85598	+	ID=54_79;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.506
SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34	SY456YB-8-12_bin34-k141_963697	76	80	4	downstream	SY456YB-8-12_bin34-k141_963697_80	85623	85730	+	ID=54_80;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.426
SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34	SY456YB-8-12_bin34-k141_963697	76	81	5	downstream	SY456YB-8-12_bin34-k141_963697_81	85814	86566	+	ID=54_81;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.533
SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34	SY456YB-8-12_bin34-k141_963697	76	82	6	downstream	SY456YB-8-12_bin34-k141_963697_82	86606	88249	+	ID=54_82;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.567
SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34	SY456YB-8-12_bin34-k141_963697	76	83	7	downstream	SY456YB-8-12_bin34-k141_963697_83	88253	89524	+	ID=54_83;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.595
SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34	SY456YB-8-12_bin34-k141_963697	76	84	8	downstream	SY456YB-8-12_bin34-k141_963697_84	89517	90893	+	ID=54_84;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.573
SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34	SY456YB-8-12_bin34-k141_963697	76	85	9	downstream	SY456YB-8-12_bin34-k141_963697_85	90890	91609	-	ID=54_85;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.532
SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34	SY456YB-8-12_bin34-k141_963697	76	86	10	downstream	SY456YB-8-12_bin34-k141_963697_86	91757	94003	+	ID=54_86;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.518
SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4	SY456YB-8-12_bin4-k141_708485	189	179	-10	upstream	SY456YB-8-12_bin4-k141_708485_179	181368	181976	+	ID=28_179;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.409
SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4	SY456YB-8-12_bin4-k141_708485	189	180	-9	upstream	SY456YB-8-12_bin4-k141_708485_180	182038	182331	+	ID=28_180;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.486
SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4	SY456YB-8-12_bin4-k141_708485	189	181	-8	upstream	SY456YB-8-12_bin4-k141_708485_181	182485	182625	+	ID=28_181;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.390
SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4	SY456YB-8-12_bin4-k141_708485	189	182	-7	upstream	SY456YB-8-12_bin4-k141_708485_182	182786	184549	+	ID=28_182;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.497
SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4	SY456YB-8-12_bin4-k141_708485	189	183	-6	upstream	SY456YB-8-12_bin4-k141_708485_183	184546	185379	+	ID=28_183;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.481
SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4	SY456YB-8-12_bin4-k141_708485	189	184	-5	upstream	SY456YB-8-12_bin4-k141_708485_184	185395	187674	+	ID=28_184;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.499
SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4	SY456YB-8-12_bin4-k141_708485	189	185	-4	upstream	SY456YB-8-12_bin4-k141_708485_185	187917	189038	+	ID=28_185;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.460
SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4	SY456YB-8-12_bin4-k141_708485	189	186	-3	upstream	SY456YB-8-12_bin4-k141_708485_186	189057	190211	+	ID=28_186;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.486
SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4	SY456YB-8-12_bin4-k141_708485	189	187	-2	upstream	SY456YB-8-12_bin4-k141_708485_187	190224	190808	+	ID=28_187;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.468
SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4	SY456YB-8-12_bin4-k141_708485	189	188	-1	upstream	SY456YB-8-12_bin4-k141_708485_188	190825	193500	+	ID=28_188;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.484
SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4	SY456YB-8-12_bin4-k141_708485	189	189	0	target	SY456YB-8-12_bin4-k141_708485_189	193690	195933	+	ID=28_189;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.486
SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4	SY456YB-8-12_bin4-k141_708485	189	190	1	downstream	SY456YB-8-12_bin4-k141_708485_190	195966	196703	+	ID=28_190;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.446
SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4	SY456YB-8-12_bin4-k141_708485	189	191	2	downstream	SY456YB-8-12_bin4-k141_708485_191	196741	196881	+	ID=28_191;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.461
SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4	SY456YB-8-12_bin4-k141_708485	189	192	3	downstream	SY456YB-8-12_bin4-k141_708485_192	196878	197765	+	ID=28_192;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.514
SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4	SY456YB-8-12_bin4-k141_708485	189	193	4	downstream	SY456YB-8-12_bin4-k141_708485_193	197786	199513	+	ID=28_193;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.506
SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4	SY456YB-8-12_bin4-k141_708485	189	194	5	downstream	SY456YB-8-12_bin4-k141_708485_194	199506	200801	+	ID=28_194;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.507
SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4	SY456YB-8-12_bin4-k141_708485	189	195	6	downstream	SY456YB-8-12_bin4-k141_708485_195	200798	202180	+	ID=28_195;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.525
SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4	SY456YB-8-12_bin4-k141_708485	189	196	7	downstream	SY456YB-8-12_bin4-k141_708485_196	202167	203465	-	ID=28_196;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.503
SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4	SY456YB-8-12_bin4-k141_708485	189	197	8	downstream	SY456YB-8-12_bin4-k141_708485_197	203446	204153	-	ID=28_197;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.479
SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4	SY456YB-8-12_bin4-k141_708485	189	198	9	downstream	SY456YB-8-12_bin4-k141_708485_198	204303	206528	-	ID=28_198;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.464
SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4	SY456YB-8-12_bin4-k141_708485	189	199	10	downstream	SY456YB-8-12_bin4-k141_708485_199	206613	207401	+	ID=28_199;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.479
SY456YB-8-12_bin5-k141_222164_2	SY456YB-8-12_bin5	SY456YB-8-12_bin5-k141_222164	2	1	-1	upstream	SY456YB-8-12_bin5-k141_222164_1	2	583	-	ID=129_1;partial=10;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.540
SY456YB-8-12_bin5-k141_222164_2	SY456YB-8-12_bin5	SY456YB-8-12_bin5-k141_222164	2	2	0	target	SY456YB-8-12_bin5-k141_222164_2	580	3255	-	ID=129_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.534
SY456YB-8-12_bin5-k141_222164_2	SY456YB-8-12_bin5	SY456YB-8-12_bin5-k141_222164	2	3	1	downstream	SY456YB-8-12_bin5-k141_222164_3	3267	3854	-	ID=129_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.514
SY456YB-8-12_bin5-k141_222164_2	SY456YB-8-12_bin5	SY456YB-8-12_bin5-k141_222164	2	4	2	downstream	SY456YB-8-12_bin5-k141_222164_4	3867	4898	-	ID=129_4;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.532
SY457BB-0-4_bin10-k141_729355_7	SY457BB-0-4_bin10	SY457BB-0-4_bin10-k141_729355	7	1	-6	upstream	SY457BB-0-4_bin10-k141_729355_1	2	70	-	ID=242_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.478
SY457BB-0-4_bin10-k141_729355_7	SY457BB-0-4_bin10	SY457BB-0-4_bin10-k141_729355	7	2	-5	upstream	SY457BB-0-4_bin10-k141_729355_2	478	1062	+	ID=242_2;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.547
SY457BB-0-4_bin10-k141_729355_7	SY457BB-0-4_bin10	SY457BB-0-4_bin10-k141_729355	7	3	-4	upstream	SY457BB-0-4_bin10-k141_729355_3	1196	1594	+	ID=242_3;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.511
SY457BB-0-4_bin10-k141_729355_7	SY457BB-0-4_bin10	SY457BB-0-4_bin10-k141_729355	7	4	-3	upstream	SY457BB-0-4_bin10-k141_729355_4	1732	2148	-	ID=242_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.489
SY457BB-0-4_bin10-k141_729355_7	SY457BB-0-4_bin10	SY457BB-0-4_bin10-k141_729355	7	5	-2	upstream	SY457BB-0-4_bin10-k141_729355_5	2201	2620	-	ID=242_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.438
SY457BB-0-4_bin10-k141_729355_7	SY457BB-0-4_bin10	SY457BB-0-4_bin10-k141_729355	7	6	-1	upstream	SY457BB-0-4_bin10-k141_729355_6	2660	2980	+	ID=242_6;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.445
SY457BB-0-4_bin10-k141_729355_7	SY457BB-0-4_bin10	SY457BB-0-4_bin10-k141_729355	7	7	0	target	SY457BB-0-4_bin10-k141_729355_7	2966	5122	-	ID=242_7;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.539
SY457BB-0-4_bin10-k141_729355_7	SY457BB-0-4_bin10	SY457BB-0-4_bin10-k141_729355	7	8	1	downstream	SY457BB-0-4_bin10-k141_729355_8	5183	7207	-	ID=242_8;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.541
SY457BB-0-4_bin2-k141_509701_9	SY457BB-0-4_bin2	SY457BB-0-4_bin2-k141_509701	9	1	-8	upstream	SY457BB-0-4_bin2-k141_509701_1	3	704	+	ID=43_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.517
SY457BB-0-4_bin2-k141_509701_9	SY457BB-0-4_bin2	SY457BB-0-4_bin2-k141_509701	9	2	-7	upstream	SY457BB-0-4_bin2-k141_509701_2	845	1099	+	ID=43_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.490
SY457BB-0-4_bin2-k141_509701_9	SY457BB-0-4_bin2	SY457BB-0-4_bin2-k141_509701	9	3	-6	upstream	SY457BB-0-4_bin2-k141_509701_3	1102	1554	+	ID=43_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.508
SY457BB-0-4_bin2-k141_509701_9	SY457BB-0-4_bin2	SY457BB-0-4_bin2-k141_509701	9	4	-5	upstream	SY457BB-0-4_bin2-k141_509701_4	1551	1979	+	ID=43_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.478
SY457BB-0-4_bin2-k141_509701_9	SY457BB-0-4_bin2	SY457BB-0-4_bin2-k141_509701	9	5	-4	upstream	SY457BB-0-4_bin2-k141_509701_5	1972	3450	+	ID=43_5;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.481
SY457BB-0-4_bin2-k141_509701_9	SY457BB-0-4_bin2	SY457BB-0-4_bin2-k141_509701	9	6	-3	upstream	SY457BB-0-4_bin2-k141_509701_6	3749	4867	+	ID=43_6;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.483
SY457BB-0-4_bin2-k141_509701_9	SY457BB-0-4_bin2	SY457BB-0-4_bin2-k141_509701	9	7	-2	upstream	SY457BB-0-4_bin2-k141_509701_7	4884	6074	+	ID=43_7;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.495
SY457BB-0-4_bin2-k141_509701_9	SY457BB-0-4_bin2	SY457BB-0-4_bin2-k141_509701	9	8	-1	upstream	SY457BB-0-4_bin2-k141_509701_8	6071	6697	+	ID=43_8;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.518
SY457BB-0-4_bin2-k141_509701_9	SY457BB-0-4_bin2	SY457BB-0-4_bin2-k141_509701	9	9	0	target	SY457BB-0-4_bin2-k141_509701_9	6709	9420	+	ID=43_9;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.493
SY457BB-0-4_bin20-k141_675426_1	SY457BB-0-4_bin20	SY457BB-0-4_bin20-k141_675426	1	1	0	target	SY457BB-0-4_bin20-k141_675426_1	1	1920	-	ID=182_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.598
SY457BB-0-4_bin20-k141_675426_1	SY457BB-0-4_bin20	SY457BB-0-4_bin20-k141_675426	1	2	1	downstream	SY457BB-0-4_bin20-k141_675426_2	1917	2459	-	ID=182_2;partial=00;start_type=GTG;rbs_motif=AGGAGG;rbs_spacer=3-4bp;gc_cont=0.599
SY457BB-0-4_bin20-k141_675426_1	SY457BB-0-4_bin20	SY457BB-0-4_bin20-k141_675426	1	3	2	downstream	SY457BB-0-4_bin20-k141_675426_3	2573	3421	-	ID=182_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.633
SY457BB-0-4_bin20-k141_675426_1	SY457BB-0-4_bin20	SY457BB-0-4_bin20-k141_675426	1	4	3	downstream	SY457BB-0-4_bin20-k141_675426_4	3515	4348	+	ID=182_4;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.580
SY457BB-0-4_bin20-k141_675426_1	SY457BB-0-4_bin20	SY457BB-0-4_bin20-k141_675426	1	5	4	downstream	SY457BB-0-4_bin20-k141_675426_5	4475	5590	-	ID=182_5;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=3-4bp;gc_cont=0.588
SY457BB-0-4_bin20-k141_675426_1	SY457BB-0-4_bin20	SY457BB-0-4_bin20-k141_675426	1	6	5	downstream	SY457BB-0-4_bin20-k141_675426_6	5724	6890	+	ID=182_6;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=3-4bp;gc_cont=0.589
SY457BB-0-4_bin20-k141_675426_1	SY457BB-0-4_bin20	SY457BB-0-4_bin20-k141_675426	1	7	6	downstream	SY457BB-0-4_bin20-k141_675426_7	6887	7807	+	ID=182_7;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.603
SY457BB-0-4_bin20-k141_675426_1	SY457BB-0-4_bin20	SY457BB-0-4_bin20-k141_675426	1	8	7	downstream	SY457BB-0-4_bin20-k141_675426_8	7804	9069	+	ID=182_8;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.597
SY457BB-0-4_bin20-k141_675426_1	SY457BB-0-4_bin20	SY457BB-0-4_bin20-k141_675426	1	9	8	downstream	SY457BB-0-4_bin20-k141_675426_9	9144	10133	+	ID=182_9;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.622
SY457BB-0-4_bin20-k141_675426_1	SY457BB-0-4_bin20	SY457BB-0-4_bin20-k141_675426	1	10	9	downstream	SY457BB-0-4_bin20-k141_675426_10	10299	10844	+	ID=182_10;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.599
SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35	SY457BB-0-4_bin35-k141_455312	8	1	-7	upstream	SY457BB-0-4_bin35-k141_455312_1	1	303	+	ID=383_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.515
SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35	SY457BB-0-4_bin35-k141_455312	8	2	-6	upstream	SY457BB-0-4_bin35-k141_455312_2	356	1087	-	ID=383_2;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.478
SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35	SY457BB-0-4_bin35-k141_455312	8	3	-5	upstream	SY457BB-0-4_bin35-k141_455312_3	1219	3471	+	ID=383_3;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.514
SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35	SY457BB-0-4_bin35-k141_455312	8	4	-4	upstream	SY457BB-0-4_bin35-k141_455312_4	3610	4725	+	ID=383_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.517
SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35	SY457BB-0-4_bin35-k141_455312	8	5	-3	upstream	SY457BB-0-4_bin35-k141_455312_5	4737	4919	+	ID=383_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.563
SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35	SY457BB-0-4_bin35-k141_455312	8	6	-2	upstream	SY457BB-0-4_bin35-k141_455312_6	4947	5918	+	ID=383_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.488
SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35	SY457BB-0-4_bin35-k141_455312	8	7	-1	upstream	SY457BB-0-4_bin35-k141_455312_7	5931	6503	+	ID=383_7;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.524
SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35	SY457BB-0-4_bin35-k141_455312	8	8	0	target	SY457BB-0-4_bin35-k141_455312_8	6522	9200	+	ID=383_8;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.511
SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35	SY457BB-0-4_bin35-k141_455312	8	9	1	downstream	SY457BB-0-4_bin35-k141_455312_9	9385	11166	+	ID=383_9;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.547
SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35	SY457BB-0-4_bin35-k141_455312	8	10	2	downstream	SY457BB-0-4_bin35-k141_455312_10	11163	11804	+	ID=383_10;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.548
SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35	SY457BB-0-4_bin35-k141_455312	8	11	3	downstream	SY457BB-0-4_bin35-k141_455312_11	11866	12414	+	ID=383_11;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.545
SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35	SY457BB-0-4_bin35-k141_455312	8	12	4	downstream	SY457BB-0-4_bin35-k141_455312_12	12408	13391	+	ID=383_12;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.540
SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35	SY457BB-0-4_bin35-k141_455312	8	13	5	downstream	SY457BB-0-4_bin35-k141_455312_13	13397	14308	+	ID=383_13;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.534
SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35	SY457BB-0-4_bin35-k141_455312	8	14	6	downstream	SY457BB-0-4_bin35-k141_455312_14	14320	14832	+	ID=383_14;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.526
SY457BB-0-4_bin35-k141_455312_8	SY457BB-0-4_bin35	SY457BB-0-4_bin35-k141_455312	8	15	7	downstream	SY457BB-0-4_bin35-k141_455312_15	14883	15281	-	ID=383_15;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.516
SY457BB-0-4_bin6-k141_196093_82	SY457BB-0-4_bin6	SY457BB-0-4_bin6-k141_196093	82	72	-10	upstream	SY457BB-0-4_bin6-k141_196093_72	78349	79152	+	ID=11_72;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.531
SY457BB-0-4_bin6-k141_196093_82	SY457BB-0-4_bin6	SY457BB-0-4_bin6-k141_196093	82	73	-9	upstream	SY457BB-0-4_bin6-k141_196093_73	79155	80372	+	ID=11_73;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.549
